"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Blockbuster Inc.","DISH Network","$300,000","$0","$300,000","2009","20090518","consumer-protection-related offenses","consumer protection violation","","Blockbuster agreed to pay $300,000 in settlement of allegations by the District Attorneys of Los Angeles and San Diego counties that it charged customers more than the advertised or posted price at checkouts.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Colorado","publicly traded","DISH","telecommunications","telecommunications","https://web.archive.org/web/20100527133720/http://da.lacounty.gov/mr/archive/2009/051809a.htm",""
"Reckitt Benckiser Inc.","Reckitt Benckiser","$305,999","$0","$305,999","2008","20081219","consumer-protection-related offenses","consumer protection violation","","Reckitt Benckiser, producer of Mucinex, agreed to pay more than $300,000 to the District Attorneys of Los Angeles, Sacramento and Shasta counties to resolve allegations it engaged in misleading packaging practices.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","Britain","","publicly traded","","household and personal care products","personal care products","Mucinex maker coughs up $300K to settle case, Sacramento Business Journal, December 19, 2008 (via Nexis).",""
"CSK Auto, Inc. dba Kragen Auto Parts.","O'Reilly Automotive","$665,610","$0","$665,610","2008","20081030","consumer-protection-related offenses","consumer protection violation","","CSK Auto, Inc. agreed to pay $665,610 in settlement of allegations by the District Attorneys for Santa Cruz, San Bernardino and Santa Cruz counties that it charged customers more than the advertised or posted price for products at its check-out scanners.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Missouri","publicly traded","ORLY","retailing","retail-auto parts","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2008/kragenautopartspay665000inpricescannercase.aspx",""
"Target Corp.","Target","$1,745,523","$0","$1,745,523","2008","20081029","consumer-protection-related offenses","consumer protection violation","","Target Corp. agreed to pay over $1.7 million in settlement of allegations by the District Attorneys of Fresno, Marin, Sonoma, Santa Cruz and Contra Costa counties that it overcharged customers at the checkout for products it labeled or advertised at a lower price.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Minnesota","publicly traded","TGT","retailing","retail-discount stores","https://www.co.fresno.ca.us/Home/ShowDocument?id=9936",""
"Kelly-Moore Paint Company, Inc.","Kelly-Moore Paint Company","$568,138","$0","$568,138","2008","20080702","consumer-protection-related offenses","consumer protection violation","","Kelly-Moore Paint Company, Inc. agreed to pay $568,138 in settlement of allegations by District Attorneys in San Mateo, Santa Clara, Santa Cruz and Alameda counties that it charged customers more than the advertised or posted price for products at its check-out scanners.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","California","employee-owned","","paints and coatings","paints & coatings","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2008/kellymoorepaintpay568000inscannercase.aspx",""
"Walgreens","Walgreens Boots Alliance","$767,000","$0","$767,000","2007","20071227","consumer-protection-related offenses","consumer protection violation","","Walgreens agreed to pay $767,000 to the District Attorneys of San Mateo and Santa Clara counties to resolve allegations that of discrepancies between posted prices and what was charged at the register.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Illinois","publicly traded","WBA","retailing","retail-pharmacies","Settlement reached in price dispute, Inside Bay Area, December 27, 2007 (via Nexis).",""
"Archstone-Smith Communities LLC","","$678,942","$0","$678,942","2007","20071019","consumer-protection-related offenses","consumer protection violation","","Archstone-Smith agreed to pay a total of $678,942 in penalties, costs and registration fees, plus an undecided amount of restitution, in settlement of allegations by the District Attorneys of Los Angeles, Santa Clara and San Diego counties that it failed to follow follow state law for accurately billing tenants for water usage.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","https://web.archive.org/web/20100527141636/http://da.lacounty.gov/mr/archive/2007/101907a.htm",""
"Office Depot, Inc.","Office Depot","$2,585,791","$0","$2,585,791","2007","20070911","consumer-protection-related offenses","consumer protection violation","","Office Depot agreed to pay over $2.5 million in settlement of allegations by the District Attorneys of Marin, Sonoma, Santa Clara, Ventura, Solano, Napa, Shasta, Sacramento, and Los Angeles counties, and the City Attorney of the City of Los Angeles that it overcharged customers through inaccurate pricing at its checkout scanners.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Florida","publicly traded","ODP","retailing","retail-office supplies","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2009/Office-Depot-settles.aspx",""
"Longs Drug Stores California, Inc.","CVS Health","$1,000,000","$0","$1,000,000","2007","20070412","consumer-protection-related offenses","consumer protection violation","","Longs Drug Stores agreed to pay $1 million in settlement of allegations by the District Attorneys of Santa Clara, Marin, Santa Barbara and Sonoma Counties and the City Attorney for the City of San Diego that it failed to charge the lowest advertised or posted price of items in its stores when they were scanned at the check-out register.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","Rhode Island","publicly traded","CVS","retailing","retail-pharmacies","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2009/Longs-Drugs.aspx",""
"Smart & Final","Apollo Global Management","$4,037,500","$0","$4,037,500","2006","20061018","consumer-protection-related offenses","consumer protection violation","","Smart & Final agreed to pay a $437,500 civil penalty and $3.6 million in restitution in settlement of allegations by the Santa Clara, Santa Barbara and Solano District Attorneys and the City Attorney for the City of San Diego that it failed to charge the advertised or posted prices for items at its checkout registers.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","USA","New York","publicly traded","APO","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.sccgov.org/sites/da/newsroom/newsreleases/Pages/NRA2006/prosecutors-settle-scanner-case.aspx",""
"Nutraquest","","$1,000,000","$0","$1,000,000","2006","20060616","consumer-protection-related offenses","consumer protection violation","false advertising","Diet pill producer Nutraquest agreed to pay $1 million to ten local California prosecutors and the state attorney general to resolve false advertising allegations.","local","agency action","California Multi-Jurisdiction Case","civil","","","","","settlement","California","","","","","","","","","","","","District attorneys reach $1 million deal with diet pill maker, Associated Press, June 16, 2006 (via Nexis).",""
