"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Omaha Property and Casualty Company","","$1,240,000","$0","$1,240,000","2007","20070803","government-contracting-related offenses","False Claims Act and related","","Omaha Property and Casualty Company and Electronic Data Systems Incorporated agreed to pay a total of $2,480,000 to settle allegations that they paid flood insurance losses knowing that those losses were not covered by National Flood Insurance Program policies that were properly in place at the time of the loss. The announcement did not indicae how much each company would pay. Here we assume the total was divided equally between them.","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","","","","","","","OMAHA PROPERTY AND CASUALTY, EDS AGREE TO PAY $2.48 MILLION TO SETTLE NATIONAL FLOOD INSURANCE OVERPAYMENT CLAIM, US Fed News, August 3, 2007 (via Nexis).",""
"Electronic Data Systems Incorporated","DXC Technology","$1,240,000","$0","$1,240,000","2007","20070803","government-contracting-related offenses","False Claims Act and related","","Omaha Property and Casualty Company and Electronic Data Systems Incorporated agreed to pay a total of $2,480,000 to settle allegations that they paid flood insurance losses knowing that those losses were not covered by National Flood Insurance Program policies that were properly in place at the time of the loss. The announcement did not indicae how much each company would pay. Here we assume the total was divided equally between them.","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","USA","Virginia","publicly traded","DXC","information technology","information technology","OMAHA PROPERTY AND CASUALTY, EDS AGREE TO PAY $2.48 MILLION TO SETTLE NATIONAL FLOOD INSURANCE OVERPAYMENT CLAIM, US Fed News, August 3, 2007 (via Nexis).",""
"AEPTEC Microsystems, Inc. dba 3e Technologies","","$1,662,500","$0","$1,662,500","2006","20060406","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","Maryland","Rockville","","","","","","","","","","","ROCKVILLE DEFENSE CONTRACTOR AGREES TO PAY OVER $1.6 MILLION TO SETTLE OVERCHARGE CLAIM, US Fed News, April 6, 2006 (via Nexis).",""
"Harlan, Sprague, Dawley, Inc.","","$7,200,000","$0","$7,200,000","2005","20050301","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","","","","","","","NIH SUPPLIER AGREES TO PAY U.S. $7.2 MILLION TO SETTLE DEFECTIVE PRODUCTS CLAIM, US Fed News, March 1, 2005 (via Nexis).",""
"Science Applications International Corporation","Science Applications International Corp. (SAIC)","$484,500","$0","$484,500","2004","20040324","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","USA","Virginia","publicly traded","SAIC","information technology","information technology","http://s3.amazonaws.com/fcmd/documents/documents/000/001/548/original/saic-doehrs_pr.pdf?1423020544",""
"Johns Hopkins Bayview Medical Center, Inc.","Johns Hopkins Medicine","$2,600,000","$0","$2,600,000","2004","20040226","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","USA","Maryland","non-profit","","healthcare services","hospitals","JOHNS HOPKINS UNIVERSITY, BAYVIEW MEDICAL CENTER SET TO PAY $2.6 MILLION TO SETTLE WHISTLEBLOWER COMPLAINT UNDER FALSE CLAIMS ACT, States News Service, February 26, 2004 (via Nexis).",""
"Lahey Clinic Hospital, Inc.","Beth Israel Lahey Health","$843,896","$0","$843,896","2009","20090428","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","Massachusetts","Burlington","","","","","USA","Massachusetts","non-profit","","healthcare services","hospitals","LAHEY CLINIC HOSPITAL PAYS $843,896 TO RESOLVE IMPROPER BILLING ALLEGATIONS, US Fed News, April 28, 2009 (via Nexis).",""
"Oracle Corporation","Oracle","$8,000,000","$0","$8,000,000","2005","20050508","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","","","","","","","USA","California","publicly traded","ORCL","information technology","software","https://media.defense.gov/2005/May/13/2001711261/-1/-1/1/ORACLE_CivSett_051305.pdf",""
"Agiltron, Inc.","","$2,250,000","$0","$2,250,000","2016","20160812","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","Massachusetts","Woburn","","","","","","","","","","","https://oig.nasa.gov/docs/pr2016-G.pdf",""
"Caritas Carney Medical Group","","$347,456","$0","$347,456","2008","20080815","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","Massachusetts","","","","","","","","","","","","CARITAS CARNEY MEDICAL GROUP PAYS $347,456 TO RESOLVE IMPROPER BILLING ALLEGATIONS, US Fed News, August 15, 2008 (via Nexis).",""
"Affiliated Professional Services Inc.","","$100,000","$0","$100,000","2007","20070112","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","Massachusetts","Wareham","","","","","","","","","","","U.S. SETTLES MEDICARE FALSE CLAIMS CHARGES AGAINST PHYSICIAN, MEDICAL BILLING COMPANY, US Fed News, January 12, 2007 (via Nexis).",""
"Arthur D. Little","Arthur D. Little SAS","$6,500,000","$0","$6,500,000","2005","20050324","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","","","","","","","France","","privately held","","business services","management consulting","ARTHUR D. LITTLE AGREES TO $6.5 MILLION SETTLEMENT WITH UNITED STATES FOR FRAUDULENT BILLINGS ON GOVERNMENT CONTRACTS, US Fed News, March 24, 2005 (via Nexis).",""
"Arbour Psychiatric Associates P.A.","","$148,722","$0","$148,722","2004","20040520","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","","","","","","","","","","","","","ARBOUR PSYCHIATRIC ASSOCIATES AGREES TO PAY $148,722 TO U.S. TO SETTLE HEALTH CARE OVERBILLING CLAIMS, US Fed News, May 20, 2004 (via Nexis).",""
"Polaroid Corporation","","$3,200,000","$0","$3,200,000","2004","20040318","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","","","","","","","","","","","","","FORMER POLAROID CORPORATION SETTLES FALSE CLAIMS ACT SUIT, States News Service, March 18, 2004 (via Nexis).",""
"Payne & Dolan, Inc.","","$440,000","$0","$440,000","2004","20040609","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Michigan","civil","","","","","","","","","","","","","","","","","","U.S. ENTERS SETTLEMENT AGREEMENT WITH PAYNE & DOLAN, US Fed News, June 9, 2004 (via Nexis).",""
"Accela Medical LLC et al.","","$6,000,000","$0","$6,000,000","2012","20120207","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Michigan","civil","","","","","","Michigan","Troy","","","","","","","","","","","UNITED STATES RECOVERS $6M IN CASH AND PROPERTY FROM TROY LABORATORIES AND OWNERS WHO DEFRAUDED MEDICARE ON LABORATORY TESTS, US Fed News, February 7, 2012 (via Nexis).",""
"Red Line HealthCare Corp.","","$6,100,000","$0","$6,100,000","2002","20020509","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Minnesota","civil","","","","","","Minnesota","","","","","","","","","","","","Golden Valley medical supply company settles Medicare lawsuit, Associated Press, May 9, 2002 (via Nexis).",""
"University of Mississippi Medical Center","","$279,000","$0","$279,000","2002","20020201","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Mississippi","civil","","","","","","Mississippi","","","","","","","","","","","","Associated Press, February 1, 2002 (via Nexis).",""
"S.C. Management, Inc.","","$167,228","$0","$167,228","2004","20041001","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Missouri","civil","","","","","","Missouri","","","","","","","","","","","","S.C. MANAGEMENT PAYS U.S. $167,228 TO RESOLVE CIVIL CLAIMS OF IMPROPER MEDICARE BILLINGS, US Fed News, October 1, 2004 (via Nexis).",""
"Boeing Company","Boeing","$6,000,454","$0","$6,000,454","2004","20040929","government-contracting-related offenses","False Claims Act and related","","The Boeing Company agreed to pay to the United States a total of $6,000,454 to settle civil allegations that it delivered C-17, F-15 and F/A-18 aircraft to the United States containing parts made of Russian melted titanium.","federal","agency action","U.S. Attorney-Eastern District of Missouri","civil","","","","","","","","","","","","USA","Illinois","publicly traded","BA","aerospace and military contracting","aerospace & military contracting","BOEING AGREES TO PAY U.S. OVER SIX MILLION DOLLARS TO SETTLE CIVIL ALLEGATIONS THAT IT DELIVERED PARTS MADE OF RUSSIAN TITANIUM FOR USE ON MILITARY AIRCRAFT, US Fed News, September 39, 2004 (via Nexis).",""
"Blue Cross & Blue Shield of Kansas City","","$1,900,000","$0","$1,900,000","2001","20010810","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Missouri","civil","","","","","","Missouri","","","","","","","","","","","","Kansas City Blues Settles With Feds for $1.9 Million, Bestwire, August 10, 2001 (via Nexis).",""
"Solaris Health System, Inc.","","$230,000","$0","$230,000","2005","20050921","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New Jersey","","","","","","","","","","","","SOLARIS HEALTH SYSTEM AGREES TO PAY $230,000 TO SETTLE MEDICARE OVER BILLING ACCUSATIONS, US Fed News, September 21, 2005 (via Nexis).",""
"Bayonne Medical Center","","$242,000","$0","$242,000","2005","20050504","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New Jersey","","","","","","","","","","","","BAYONNE MEDICAL CENTER AGREES TO PAY $242,000 TO SETTLE MEDICARE OVER BILLING, US Fed News, May 4, 2005 (via Nexis).",""
"University of Medicine and Dentistry of New Jersey and University Physician Associates of New Jersey, Inc.","","$1,407,448","$0","$1,407,448","2005","20050317","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New Jersey","","","","","","","","","","","","UMDNJ, UNIVERSITY PHYSICIAN ASSOCIATES AGREE TO PAY $1.4 MILLION FOR MEDICARE OVERBILLING, US Fed News, March 17, 2005 (via Nexis).",""
"RFI Corporation","","$5,000,000","$0","$5,000,000","2004","20041007","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of New York","civil","","","","","","New York","Bayshore","","","","","","","","","","","DEFENSE CONTRACTOR PLEADS GUILTY TO CONSPIRING TO DEFRAUD U.S., SETTLES CIVIL FRAUD CHARGES FOR $5 MILLION, US Fed News, October 7, 2004 (via Nexis).",""
"Accordis Inc.","","$1,356,500","$0","$1,356,500","2004","20040813","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of New York","civil","","","","","","","","","","","","","","","","","","BILLING COMPANY PAYS $1.3 MILLION TO SETTLE CHARGES FOR FILING FALSE CLAIMS FOR MEDICAL REIMBURSEMENT, US Fed News, August 13, 2004 (via Nexis).",""
"Mount Vernon Hospital","","$2,650,000","$0","$2,650,000","2005","20050801","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","New York","","","","","","","","","","","","U.S. SETTLES FALSE CLAIMS ACT LAWSUIT ALLEGING ILLEGAL MEDICAID PATIENT REFERRAL SCHEME AGAINST MOUNT VERNON HOSPITAL, US Fed News, August 1, 2005 (via Nexis).",""
