"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Healthcare Research and Development Institute, LLC","","$150,000","$0","$150,000","2007","20070125","competition-related offenses","price-fixing or anti-competitive practices","","Healthcare Research and Development Institute agreed to pay $150,000 as part of a settlement with Connecticut and Florida concerning allegations of anti-competitive practices.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20090430175052/http:/www.ct.gov/ag/cwp/view.asp?A=2788&Q=331254",""
"HealthNet Inc.","","$3,900,000","$3,900,000","$0","2017","20170427","competition-related offenses","kickbacks and bribery","False Claims Act and related","Indiana University Health Inc. and HealthNet Inc. each agreed to pay $3.9 million to the state in settlement of alleged violations of kickback and false claims laws relating to IU Health's provision of an interest-free line of credit to HealthNet, which could induce HealthNet to refer patients to IU Health's hospital. This was part of a larger $18 million settlement involving the federal government; see the Violation Tracker entry at https://violationtracker.goodjobsfirst.org/violation-tracker/-healthnet-inc","state","agency action","Indiana Attorney General","civil","","","","","","Indiana","","","","","","","","","","","","https://www.justice.gov/opa/pr/indiana-university-health-and-healthnet-pay-18-million-resolve-allegations-false-claims",""
"Henry Schein, Inc.","Henry Schein","$300,000","$0","$300,000","2017","20170807","competition-related offenses","price-fixing or anti-competitive practices","","","state","agency action","Texas Attorney General","civil","","","","","","Texas","","","","","","USA","New York","publicly traded","HSIC","wholesalers","wholesalers-medical supplies","https://www.texasattorneygeneral.gov/news/releases/attorney-general-paxton-reaches-agreement-second-dental-supply-distributor-over-anticompetitive",""
"Herman Miller, Inc.","Herman Miller Inc.","$750,000","$0","$750,000","2008","20080325","competition-related offenses","price-fixing or anti-competitive practices","","Herman Miller agreed to pay $750,000 to New York, Michigan and Illinois to settle a lawsuit concerning its Minimum Advertised Price Program with retailers.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","USA","Michigan","publicly traded","MLHR","miscellaneous manufacturing","office furniture","Herman Miller, Inc., Announces Settlement with New York Attorney General, PR Newswire, March 25, 2008 (via Nexis).",""
"Hilb Rogal & Hobbs","","$30,250,000","$0","$30,250,000","2005","20050831","competition-related offenses","kickbacks and bribery","","Hilb Rogal & Hobbs, an insurance agency, agreed  to pay $30 million in settlement of allegations it steered clients to certain insurers in exchange for hidden commissions.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://web.archive.org/web/20091017174634/http://www.ct.gov/ag/cwp/view.asp?A=1949&Q=300914",""
"Hitachi Ltd.","Hitachi","$625,000","$0","$625,000","2016","20160330","competition-related offenses","price-fixing or anti-competitive practices","","The California Attorney General announced settlements resolving allegations that LG, Hitachi, Panasonic, Toshiba, and Samsung, companies all based in Japan or Korea, fixed prices on cathode ray tubes from 1995 to 2007.  ","state","agency action","California Attorney General","civil","","","","","","California","","","","","","Japan","","publicly traded","","diversified","diversified","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-announces-settlements-totaling-495-million-lg",""
"Hitachi, Ltd.","Hitachi","$38,977,224","$0","$38,977,224","2011","20111227","competition-related offenses","price-fixing or anti-competitive practices","","Seven manufacturers of flat screen LCD (Liquid Crystal Display) panels agreed to pay more than $500 million to settle multistate price-fixing allegations.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Japan","","publicly traded","","diversified","diversified","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-announces-half-billion-dollar-nationwide",""
"Hoffman-LaRoche","Roche","$142,494,000","$0","$142,494,000","2000","20001011","competition-related offenses","price-fixing or anti-competitive practices","","Six international vitamin companies agreed to pay a total of $255 million to settle multistate litigation accusing them of conspiring to fix prices. The settlement agreement linked below lists the percentages of the total applicable to each defendant; they were used to determine the penalty amounts in the individual company entries here. The companies reached a separate $85 million agreement with California. These are covered in separate Violation Tracker entries.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","Switzerland","","publicly traded","","pharmaceuticals","pharmaceuticals","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=182",""
"Hoffman-LaRoche","Roche","$47,498,000","$0","$47,498,000","2000","20001010","competition-related offenses","price-fixing or anti-competitive practices","","The California Attorney General reached an $85 million with six major vitamin producers to resolve international price-fixing allegations. This was separate from a $255 million settlement the companies reached with a group of other states. The California announcement did not indicate how the $85 million would be apportioned among the defendants. We assume here that it divided up according to the same percentages used in the larger settlement.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","Switzerland","","publicly traded","","pharmaceuticals","pharmaceuticals","https://www.oag.ca.gov/news/press-releases/attorney-general-lockyer-announces-80-million-antitrust-settlement-involving",""
"Hoffman-LaRoche","Roche","$111,167","$0","$111,167","2002","20020904","competition-related offenses","price-fixing or anti-competitive practices","","Hoffman-La Roche Inc. and Roche Vitamins Inc.; BASF Corporation; Aventis Animal Nutrition S.A., formerly Rhone-Poulenc Animal Nutrition S.A.; Takeda Chemical Industries, Ltd.; Eisai Co., Ltd.; and Daiichi Pharmaceutical Co., Ltd. agreed to jointly pay $667,000 in settlement of allegations they enaged in price fixing of vitamins. The Commonwealth of Massachusetts did not participate in the multistate settlement in October 2000 and instead made claims for antitrust damages under the Massachusetts Consumer Protection Act. The announcement did not indicate how much each company would pay. Here we assume the amount was divided equally among them.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","Switzerland","","publicly traded","","pharmaceuticals","pharmaceuticals","https://web.archive.org/web/20020928141823/http://www.ago.state.ma.us/press_rel/vitamins.asp",""
"Holtz House of Vehicles, Inc.","","$5,000","$0","$5,000","2005","20050811","competition-related offenses","price-fixing or anti-competitive practices","","","state","agency action","New York Attorney General","civil","","","","","","New York","Rochester","","","","","","","","","","","https://web.archive.org/web/20101113154040/http://www.ag.ny.gov/media_center/2005/aug/aug11c_05.html",""
"Holtzbrinck Publishers LLC dba MacMillan","","$26,250,000","$0","$26,250,000","2014","20141121","competition-related offenses","price-fixing or anti-competitive practices","","A group of states sued several leading book publishers and Apple Inc. alleging they conspired to fix the price of electronic books. The publishers agreed to pay a total of $166 million while Apple ended up paying $450 million. Macmillan's share was $26.25 million.","state","agency action","Multistate Attorneys General Case","civil","","Southern District of New York","1:12-cv-03394","Texas et al. v. Penguin Group et al.","","","","","","","","","","","","","","http://app3.naag.org/antitrust/search/viewCivilLitigation.php?trans_id=630",""
