"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Richard Dudgeon, Inc.","","$28,322","$0","$28,322","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Richardson Company","","$10,170","$0","$10,170","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Richmar Controls & Service Co., Inc.","","$11,055","$0","$11,055","2014","20140711","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2014-Press-Releases/Merrill--Jepsen-Collect-16-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-W",""
"Ritchie Capital Management, L.L.C. and Ritchie Capital Global Trading, Ltd.,","","$40,000,000","$0","$40,000,000","2008","20080205","financial offenses","investor protection violation","securities issuance or trading violation","To resolve allegations about late trading of mutual fund shares, Ritchie Capital Management, L.L.C. and Ritchie Capital Global Trading, Ltd., agreed to pay $37.5 million in restitution, disgorgement and interest to affected mutual funds and $2.5 million in civil penalties. Ritchie Capital Management separately also agreed to adopt significant reforms and corrective measures to ensure future compliance with securities laws. ","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101109023615/http://www.ag.ny.gov/media_center/2008/feb/feb05a_08.html",""
"Riverstone Holdings LLC","Riverstone Holdings","$30,000,000","$0","$30,000,000","2009","20090611","financial offenses","investor protection violation","","The New York Attorney General announced an agreement with private equity firm Riverstone Holdings LLC to reform the public pension fund investment system and to resolve Riverstone's role in an investigation of corruption involving the New York State Common Retirement Fund (CRF). Riverstone agreed to adopt the AG's Public Pension Fund Code of Conduct and pay $30 million in restitution to the CRF.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","New York","privately held","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://web.archive.org/web/20101110035832/http://www.ag.ny.gov/media_center/2009/june/june11a_09.html",""
"Robert J. Hopp & Associates and The Hopp Law Firm","","$1,800,000","$0","$1,800,000","2016","20160803","financial offenses","mortgage abuses","","Robert J. Hopp & Associates and The Hopp Law Firm, their title companies and owner, were ordered to pay $1.8 million to resolve allegations they charged false and misleading costs for title insurance policies.","state","agency action","Colorado Attorney General","civil","","","","","","Colorado","","","","","","","","","","","","https://web.archive.org/web/20160813123500/http://coag.gov/press-room/press-releases/08-03-16",""
"Rolls-Royce Naval Marine, Inc.","Rolls-Royce","$5,663","$0","$5,663","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","Britain","","publicly traded","","aerospace and military contracting","aerospace & military contracting","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Ross, Jeffrey & Antle LLC","","$12,345","$0","$12,345","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Royal Bank of Canada","Royal Bank of Canada","$22,156","$0","$22,156","2009","20090922","financial offenses","investor protection violation","","Royal Bank of Canada agreed to pay a fine of $22,156 in settlement over allegations it misled investors about the safety of the aution rate securities (ARS) market. ","state","agency action","Delaware Attorney General","civil","","","","","","Delaware","","","","","","Canada","","publicly traded","RY","financial services","banking","https://web.archive.org/web/20181129185013/https://news.delaware.gov/2009/09/22/royal-bank-of-canada-capital-markets-fined-22156-for-sale-of-auction-rate-securities/",""
"Royal Bank of Scotland","Royal Bank of Scotland","$125,000,000","$0","$125,000,000","2017","20171222","financial offenses","toxic securities abuses","","The California Attorney General announced a $125 million settlement with the Royal Bank of Scotland over alleged misrepresentations about residential mortgage-backed securities sold to California's public employee and teacher pension funds, CalPERS and CalSTRS, respectively.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","https://www.oag.ca.gov/news/press-releases/attorney-general-xavier-becerra-announces-125-million-settlement-against-royal",""
"Royal Bank of Scotland","Royal Bank of Scotland","$20,000,000","$0","$20,000,000","2018","20180703","financial offenses","toxic securities abuses","","Royal Bank of Scotland agreed to pay $20 million in settlement of allegations of misconduct in the marketing and sale of risky mortgage-backed securities leading up to the 2008 economic collapse.","state","agency action","Illinois Attorney General","civil","","","","","","Illinois","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","https://web.archive.org/web/20161012103128/http://www.illinoisattorneygeneral.gov/pressroom/2016_02/20160211.html",""
"Royal Bank of Scotland","Royal Bank of Scotland","$500,000,000","$0","$500,000,000","2018","20180306","financial offenses","toxic securities abuses","","The New York Attorney announced a $500 million settlement with Royal Bank of Scotland concerning allegations of deceptive practices and misrepresentations to investors in connection with the packaging, marketing, sale, and issuance of residential mortgage-backed securities (RMBS) in the period leading up to the financial crisis. The settlement included $100 million in cash to New York State and $400 million worth of consumer relief for New York homeowners and communities.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","Scotland","","publicly traded","RBS","financial services","banking & securities","https://web.archive.org/web/20191003224802/https://ag.ny.gov/press-release/2018/ag-schneiderman-announces-500-million-settlement-royal-bank-scotland-over",""
"RS Investment Management L.P.","","$30,000,000","$25,000,000","$5,000,000","2004","20041006","financial offenses","investor protection violation","securities issuance or trading violation","The New York Attorney General announced a $30 million settlement -- $25 million in damages and penalties along with $5 million in fee reductions -- with RS Investment to resolve allegations of unlawful trading of mutual funds through market timing. The damages and penalty portions of the settlement were negotiated together with the SEC, which issued its own announcement; see the Violation Tracker entry at https://violationtracker.goodjobsfirst.org/violation-tracker/-rs-investment-management-lp","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101119014613/http://www.ag.ny.gov/media_center/2004/oct/oct6b_04.html",""
"RSM US LLP","","$950,000","$0","$950,000","2019","20190827","financial offenses","accounting fraud or deficiencies","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press-release/2019-161",""
"Rudox Engine and Equipment Co.","","$8,518","$0","$8,518","2016","20160830","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2016-Press-Releases/Secretary-of-the-State-and-Attorney-General-Collect-More-than-1-Million-from-Companies-Doing-Busines",""
"Rudox Engine and Equipment Co.","","$17,035","$0","$17,035","2015","20150715","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2015-Press-Releases/Merrill--Jepsen-Collect-Nearly-18-Million-in-Penalties-from-Companies-Transacting-Business-in-CT-wit",""
"Safe Step, LLC","","$8,899","$0","$8,899","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
"Safeware The Insurance Agency, Inc.","","$7,785","$0","$7,785","2012","20120723","financial offenses","tax violations","","failure to pay out-of-state business registration fee","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2012-Press-Releases/Merrill--Jepsen-Collect-13-Million-in-Penalties-from-Companies-Transacting-Business-in-Connecticut-w",""
